"Title","UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.","AWE: Arts, Entertainment & Recreation: Employment Weight","UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.","AWE: Public Sector Arts, Entertainment & Recreation: Employment Weight","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Bonus","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Arrears","UK Workforce Jobs SA : R Arts, entertainment & recreation (thousands)","AWE: Arts, Entertainment & Recreation Level (£): Non Seasonally Adjusted Total Pay","UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation","UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Bonus","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Arrears","AWE: Arts, Entertainment & Recreation Index: Non Seasonally Adjusted Regular Pay Including Arrears","AWE: Arts, Entertainment & Recreation Index: Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Regular Pay","AWE: Public Sector Arts, Entertainment and Recreation Level (£): Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Regular Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Total Pay Including Arrears","AWE: Arts, Entertainment & Recreation Year on Year Single Month Growth (%): Non Seasonally Adjusted Total Pay Excluding Arrears","IoS: R: Art, Entertainment and Recreation: Weights","IoS: 90: Creative Arts And Entertainment Activities: Weights","Trade in Goods: Works of art (896): WW: Exports: BOP: CVM: SA","IoS: R: Arts Entertainment and Recreation: Index-1dp","Trade in Goods: Works of art (896): EU: Imports: BOP: CVM: SA","Trade in Goods: Works of art (896): WW: Imports: BOP: CVM: SA","Arts, Entertainment and Recreation (Index 1dp) :CVM SA ","Trade in Goods: Works of art (896): Non-EU: Exports: BOP: CVM: SA","GBServTO: 90 - Creative, arts and entertainment services TOTAL (£m)","IoS: 90: Creative arts and entertainment activities: Index-1dp","Arts, Entertainment and Recreation (period on period contribution) :CVM SA ","Trade in Goods: Works of art (896): EU: Exports: BOP: CVM: SA","Trade in Goods: Works of art (896): Non-EU: Imports: BOP: CVM: SA","IoS: 90: Creative arts and entertainment activities: 3m on 3m growth","Arts, Entertainment and Recreation (period on period growth) :CVM SA ","IoS: R: Arts Entertainment and Recreation: 3m on 3m growth","IoS: R: Arts Entertainment and Recreation: Period on Period Growth","IOP:23.5-6:Man of cement,lime,plaster & art of concrete,cement, plaster:Weight","IoS: 90: Creative arts and entertainment activities: Period on Period Growth","IoS: R: Arts Entertainment and Recreation: 1m on 1m a yr ago growth","Arts, Entertainment and Recreation (3m on 3m 1 year ago contribution) :CVM SA "
"2017 MAY","18","2.2","18","0.1","16","0",,"378","2.3","2.3","0","0","146.4","145.3","4.3","465","4.4","4.0","4.0",,,"634","103.3","7","236","103.3","625","794.9","95.6","0.00","9","230","-1.1","-0.3","3.4","-0.3",,"1.3","7.9","0.08"
"2017 JUN","16","2.2","16","0.1","28","1",,"407","2.1","2.1","6","1","153.5","156.6","6.5","472","6.7","8.5","8.3",,,"553","101.3","39","207","101.3","539","806.7","95.6","-0.03","15","167","-0.3","-1.9","2.3","-1.9",,"-0.1","5.9","0.10"
"2017 JUL","14","2.2","14","0.1","28","0",,"420","1.8","1.8","20","0","158.5","161.4","2.1","472","2.1","5.2","5.2",,,"345","103.1","33","245","103.1","330","739.3","94.7","0.02","16","212","0.5","1.7","0.9","1.7",,"-0.9","3.9","0.08"
"2017 AUG","17","2.3","17","0.1","21","0",,"403","2.3","2.3","0","2","154.5","154.9","5.3","454","5.3","1.3","1.3",,,"568","103.2","47","418","103.2","549","653.0","96.7","0.00","19","372","0.5","0.2","0.0","0.2",,"2.1","9.5","0.09"
"2017 SEP","18","2.3","18","0.1","21","1",,"407","2.4","2.4","2","2","156.1","156.4","4.6","464","4.7","3.3","3.3",,,"822","102.9","25","212","102.9","811","699.2","95.0","-0.01","10","186","0.3","-0.4","0.3","-0.4",,"-1.8","10.3","0.11"
"2017 OCT","22","2.2","22","0.1","12","0",,"391","2.8","2.8","0","2","153.3","150.3","4.1","470","4.1","3.6","3.6",,,"543","103.5","19","185","103.5","516","928.2","95.3","0.01","26","167","0.4","0.6","0.6","0.6",,"0.3","9.8","0.13"
"2017 NOV","20","2.2","20","0.1","12","0",,"396","2.7","2.7","1","1","155.6","152.4","3.3","469","3.3","3.6","3.6",,,"743","103.2","28","436","103.2","729","791.9","96.4","0.00","15","407","-0.1","-0.3","0.7","-0.3",,"1.1","4.6","0.11"
"2017 DEC","21","2.2","21","0.1","17","0",,"396","2.8","2.8","0","0","153.1","152.2","4.3","465","4.3","4.1","4.1",,,"361","103.4","25","274","103.4","354","771.9","97.6","0.00","7","250","1.0","0.1","0.3","0.1",,"1.3","7.0","0.10"
"2018 JAN","20","2.2","20","0.1","13","1",,"374","2.7","2.7","1","3","146.1","143.9","-1.1","468","-1.0","-3.0","-3.0",,,"547","102.6","27","257","102.6","532","697.1","96.9","-0.01","15","229","1.4","-0.7","-0.1","-0.7",,"-0.7","2.6","0.07"
"2018 FEB","21","2.1","21","0.1","11","0",,"380","2.8","2.8","0","0","149.0","146.0","2.8","461","2.8","-15.5","-15.4",,,"680","101.6","68","294","101.6","668","620.5","100.9","-0.02","12","226","3.1","-1.0","-0.7","-1.0",,"4.1","0.8","0.05"
"2018 MAR","22","2.2","22","0.1","28","0",,"392","2.9","2.9","0","1","147.0","150.7","3.2","461","3.2","4.3","4.4",,,"730","101.2","35","257","101.2","701","763.3","100.0","-0.01","29","222","2.9","-0.4","-1.6","-0.4",,"-0.9","0.5","0.02"
"2018 APR","22","2.2","22","0.1","13","0",,"375","3.0","3.0","1","0","146.1","144.1","1.4","470","1.4","-0.4","-0.3",,,"670","101.4","52","319","101.4","656","823.9","98.7","0.00","15","267","3.0","0.2","-1.7","0.2",,"-1.3","-2.1","0.00"
"2018 MAY","23","2.2","23","0.1","10","0",,"372","3.1","3.1","0","0","146.0","142.9","-0.2","464","-0.2","-1.7","-1.7",,,"532","102.8","37","318","102.8","518","793.2","96.6","0.02","13","281","0.0","1.4","-0.7","1.4",,"-2.1","-0.5","-0.01"
"2018 JUN","21","2.2","21","0.1","18","0",,"388","2.8","2.8","5","0","149.6","149.1","-2.5","468","-2.6","-4.8","-4.7",,,"548","103.0","24","314","103.0","503","929.2","96.6","0.00","44","290","-2.0","0.2","0.6","0.2",,"0.0","1.7","0.00"
"2018 JUL","18","2.2","18","0.1","28","0",,"394","2.5","2.5","8","2","148.0","151.5","-6.6","467","-6.6","-6.2","-6.1",,,"500","101.3","23","267","101.3","474","1022.5","100.3","-0.02","27","243","-2.0","-1.6","1.0","-1.6",,"3.8","-1.7","0.00"
"2018 AUG","17","2.2","17","0.1","21","1",,"404","2.3","2.3","2","0","155.0","155.3","0.3","456","0.3","0.2","0.2",,,"571","101.7","27","209","101.7","560","794.3","101.4","0.00","11","182","1.0","0.4","0.3","0.4",,"1.0","-1.5","-0.01"
"2018 SEP","20","2.3","20","0.1","33","0",,"404","2.7","2.7","1","0","149.9","155.3","-3.8","463","-3.9","-0.7","-0.6",,,"533","102.0","36","204","102.0","521","832.9","98.6","0.00","12","168","2.9","0.2","-0.7","0.2",,"-2.7","-0.9","-0.02"
"2018 OCT","23","2.2","23","0.1","16","1",,"392","3.1","3.1","2","3","152.1","150.8","-0.9","464","-0.8","0.3","0.2",,,"646","102.6","16","266","102.6","625","1098.0","100.5","0.01","20","250","2.4","0.6","-0.3","0.6",,"1.9","-0.9","-0.02"
"2018 NOV","23","2.2","23","0.1","12","1",,"391","3.1","3.1","1","2","153.1","150.3","-1.8","466","-1.6","-1.4","-1.6",,,"463","102.1","16","175","102.1","447","931.6","98.9","-0.01","17","159","-0.1","-0.4","0.2","-0.4",,"-1.5","-1.1","-0.01"
"2018 DEC","23","2.2","23","0.1","15","0",,"393","3.0","3.0","1","3","152.9","151.2","-0.2","465","-0.2","-0.6","-0.6",,,"452","105.0","25","213","105.0","429","958.5","107.0","0.04","22","189","2.1","2.8","1.5","2.8",,"8.1","1.6","0.00"
"2019 JAN","22","2.2","22","0.1","44","0",,"414","2.9","2.9","0","1","149.5","159.3","2.4","474","2.3","10.7","10.8",,,"448","105.6","11","248","105.6","436","815.2","106.0","0.01","13","238","3.8","0.6","2.1","0.6",,"-0.9","2.9","0.02"
"2019 FEB","23","2.2","23","0.1","15","0",,"388","3.0","3.0","0","0","150.7","149.1","1.1","482","1.2","2.2","2.1",,,"419","107.3","19","215","107.3","402","789.9","110.3","0.02","17","196","8.5","1.6","3.7","1.6",,"4.0","5.7","0.05"
"2019 MAR","22","2.2","22","0.1","26","1",,"398","2.9","2.9","0","0","150.2","152.9","1.9","480","2.1","1.5","1.2",,,"439","106.9","22","290","106.9","405","860.7","106.1","-0.01","33","268","5.2","-0.4","3.2","-0.4",,"-3.8","5.6","0.07"
"2019 APR","21","2.2","21","0.1","18","0",,"386","2.8","2.8","1","0","148.8","148.3","1.8","491","1.8","2.9","2.9",,,"453","105.8","28","252","105.8","410","822.6","105.4","-0.02","43","224","3.2","-1.0","2.3","-1.0",,"-0.6","4.3","0.08"
"2019 MAY","20","2.3","20","0.1","13","0",,"372","2.6","2.6","0","0","145.4","143.1","-0.4","493","-0.4","0.2","0.2",,,"470","105.4","13","231","105.4","449","811.1","104.8","0.00","20","217","-2.1","-0.3","0.0","-0.3",,"-0.6","2.6","0.06"
"2019 JUN","23","2.2","23","0.1","22","0",,"393","3.0","3.0","5","1","150.0","151.0","0.3","501","0.2","1.3","1.4",,,"499","108.6","31","254","108.6","460","914.8","105.9","0.04","38","223","-1.9","3.0","0.0","3.0",,"1.1","5.4","0.06"
"2019 JUL","23","2.2","23","0.1","29","0",,"402","3.0","3.0","17","3","150.7","154.5","1.8","496","1.8","2.0","2.0",,,"457","104.8","41","271","104.8","442","913.4","108.6","-0.05","15","231","-0.8","-3.5","-0.4","-3.5",,"2.5","3.4","0.06"
"2019 AUG","19","2.3","19","0.1","17","0",,"383","2.6","2.6","4","3","148.2","147.4","-4.3","480","-4.4","-5.1","-5.0",,,"501","106.4","26","409","106.4","495","758.0","106.5","0.02","6","384","1.5","1.5","0.5","1.5",,"-1.9","4.6","0.06"
"2019 SEP","17","2.2","17","0.1","29","0",,"400","2.2","2.2","0","2","149.8","153.7","-0.1","478","-0.1","-1.1","-1.1",,,"674","104.4","28","221","104.4","641","776.7","109.2","-0.03","32","192","2.5","-1.9","-1.3","-1.9",,"2.5","2.4","0.05"
"2019 OCT","16","2.2","16","0.1","11","1",,"378","2.1","2.1","0","9","148.2","145.2","-2.5","490","-2.6","-3.8","-3.7",,,"566","102.5","35","202","102.5","515","803.8","103.3","-0.03","50","167","-0.1","-1.8","-1.8","-1.8",,"-5.3","-0.1","0.03"
"2019 NOV","18","2.2","18","0.1","9","0",,"373","2.4","2.4","5","3","147.1","143.3","-3.7","494","-3.9","-4.6","-4.5",,,"497","105.8","44","268","105.8","484","775.6","105.0","0.05","13","223","-1.1","3.2","-2.2","3.2",,"1.6","3.6","0.03"
"2019 DEC","22","2.2","22","0.1","18","0",,"388","2.9","2.9","1","1","149.9","149.3","-1.9","487","-1.9","-1.3","-1.3",,,"782","108.5","12","225","108.5","771","780.1","114.5","0.04","11","214","-0.4","2.6","0.4","2.6",,"9.0","3.3","0.03"
"2020 JAN","23","2.2","23","0.1","36","0",,"417","3.3","3.3","0","4","154.1","160.3","3.1","488","3.1","0.6","0.6",,,"510","107.8","28","235","107.8","487","797.7","112.0","-0.01","22","206","3.9","-0.7","2.8","-0.7",,"-2.2","2.0","0.04"
"2020 FEB","23","2.2","23","0.1","15","1",,"390","3.3","3.3","0","8","151.8","150.0","0.6","493","0.7","0.6","0.5",,,"439","105.9","23","174","105.9","413","766.9","111.3","-0.03","26","152","6.4","-1.8","3.1","-1.8",,"-0.6","-1.3","0.02"
"2020 MAR","15","2.2","15","0.1","17","0",,"386","2.1","2.1","0","0","149.2","148.6","-0.4","481","-0.7","-2.8","-2.6",,,"234","82.8","36","172","82.8","224","734.8","83.4","-0.32","11","136","-5.0","-21.8","-6.4","-21.8",,"-25.1","-22.5","-0.11"
"2020 APR","9","2.2","9","0.1","10","0",,"362","1.3","1.3","2","0","142.3","139.1","-4.3","483","-4.4","-6.2","-6.1",,,"46","53.6","2","36","53.6","44","430.0","57.2","-0.44","2","34","-24.0","-35.3","-24.8","-35.3",,"-31.4","-49.3","-0.37"
"2020 MAY","2","2.2","2","0.1","8","0",,"357","0.3","0.3","0","1","141.0","137.2","-3.0","483","-3.0","-4.2","-4.1",,,"218","45.6","7","39","45.6","216","265.4","45.1","-0.15","1","31","-45.0","-14.8","-43.5","-14.8",,"-21.1","-56.7","-0.64"
"2020 JUN","2","2.2","2","0.1","22","0",,"380","0.3","0.3","0","1","144.9","146.2","-3.3","480","-3.4","-3.2","-3.2",,,"281","56.8","65","120","56.8","273","263.4","45.5","0.21","9","55","-51.8","24.3","-47.4","24.3",,"0.8","-47.7","-0.77"
"2020 JUL","4","2.2","4","0.1","23","0",,"389","0.5","0.5","0","0","147.9","149.6","-1.8","482","-1.9","-3.2","-3.1",,,"301","68.8","7","144","68.8","293","315.8","48.9","0.20","7","137","-44.6","21.2","-29.3","21.2",,"7.4","-34.4","-0.70"
"2020 AUG","4","2.2","4","0.1","44","0",,"420","0.6","0.6","4","0","151.9","161.4","2.6","496","2.5","9.5","9.6",,,"246","69.1","19","166","69.1","243","305.2","52.5","0.01","2","147","-20.9","0.5","6.9","0.5",,"7.3","-35.0","-0.59"
"2020 SEP","8","2.1","8","0.1","42","1",,"424","1.2","1.2","0","10","154.4","162.8","2.9","508","3.0","5.9","5.8",,,"246","75.4","15","159","75.4","233","337.5","62.9","0.10","13","144","11.1","9.1","36.7","9.1",,"19.9","-27.8","-0.48"
"2020 OCT","10","2.1","10","0.1","13","0",,"427","1.4","1.4","1","0","167.3","164.1","13.0","506","12.9","13.0","13.1",,,"322","78.9","14","203","78.9","287","406.5","67.4","0.05","35","188","31.0","4.7","30.5","4.7",,"7.2","-23.0","-0.42"
"2020 NOV","12","2.0","12","0.1","14","0",,"437","1.7","1.7","0","2","170.7","167.8","16.0","505","16.0","17.1","17.1",,,"279","70.7","14","266","70.7","262","396.5","75.4","-0.12","16","252","40.1","-10.4","15.6","-10.4",,"11.9","-33.2","-0.41"
"2020 DEC","10","2.1","10","0.1","29","3",,"466","1.5","1.5","0","0","176.6","179.2","17.2","526","17.8","20.0","19.4",,,"379","81.4","40","325","81.4","341","464.0","90.1","0.17","38","286","41.8","15.2","8.3","15.2",,"19.4","-25.0","-0.40"
"2021 JAN","7","2.0","7","0.1","25","0",,"448","1.1","1.1","0","1","170.9","172.3","11.0","520","11.0","7.5","7.6",,,"351","74.9","13","95","74.9","246","317.5","75.3","-0.10","106","82","31.8","-8.0","1.6","-8.0",,"-16.4","-30.5","-0.45"
"2021 FEB","6","1.9","6","0.1","24","1",,"446","0.8","0.8","0","2","170.8","171.5","12.6","526","12.5","14.3","14.4",,,"346","74.9","22","90","74.9","260","265.2","71.6","0.00","85","68","15.2","0.0","2.8","0.0",,"-5.0","-29.2","-0.43"
"2021 MAR","9","1.9","9","0.1","21","0",,"456","1.2","1.2","2","5","176.0","175.5","18.0","528","18.0","18.1","18.1",,,"311","71.4","20","143","71.4","244","364.8","71.8","-0.05","67","123","-6.1","-4.7","-4.2","-4.7",,"0.4","-13.7","-0.36"
"2021 APR","19","1.9","19","0.1","25","0",,"464","2.8","2.8","0","0","177.6","178.4","24.8","521","24.8","28.3","28.3",,,"291","78.8","48","192","78.8","227","389.8","82.3","0.11","63","144","-6.3","10.3","-0.8","10.3",,"14.5","47.0","-0.09"
"2021 MAY","25","1.9","25","0.1","15","0",,"455","3.6","3.6","0","0","178.1","175.1","26.3","521","26.4","27.6","27.6",,,"539","86.4","46","144","86.4","288","381.4","82.7","0.11","251","97","-0.1","9.7","2.3","9.7",,"0.5","89.3","0.32"
"2021 JUN","31","2.0","31","0.1","37","2",,"475","4.5","4.5","1","0","176.8","182.5","21.5","525","22.0","24.8","24.3",,,"385","85.7","4","129","85.7","228","398.2","79.2","-0.01","158","126","11.6","-0.8","13.4","-0.8",,"-4.2","51.1","0.57"
"2021 JUL","30","2.0","30","0.1","36","0",,"440","4.2","4.2","0","0","163.4","169.0","10.5","509","10.5","13.0","12.9",,,"394","91.2","22","166","91.2","276","509.1","88.7","0.08","118","143","11.0","6.3","17.0","6.3",,"12.0","32.6","0.53"
"2021 AUG","31","2.1","31","0.1","52","0",,"462","4.5","4.5","2","3","165.7","177.6","9.0","510","9.1","10.0","10.0",,,"315","94.7","4","121","94.7","253","626.7","94.4","0.05","62","118","10.8","3.8","14.8","3.8",,"6.5","37.0","0.41"
"2021 SEP","34","2.1","34","0.1","34","0",,"450","4.9","4.9","7","0","168.1","173.0","9.0","506","8.9","6.2","6.4",,,"413","96.4","12","187","96.4","278","627.7","101.9","0.02","135","175","16.8","1.9","12.5","1.9",,"7.9","28.0","0.36"
"2021 OCT","33","2.1","33","0.1","16","0",,"426","4.8","4.8","2","1","165.7","163.9","-1.0","514","-1.0","-0.1","-0.1",,,"281","96.7","31","187","96.7","194","807.7","103.5","0.00","86","157","19.7","0.3","9.3","0.3",,"1.6","22.6","0.33"
"2021 NOV","33","2.1","33","0.1","15","1",,"424","4.7","4.7","7","4","165.3","163.0","-3.2","522","-3.2","-2.9","-2.9",,,"343","99.5","23","159","99.5","244","806.6","107.3","0.04","99","136","19.2","2.9","7.8","2.9",,"3.6","40.8","0.34"
"2021 DEC","28","2.1","28","0.1","26","1",,"432","4.1","4.1","4","0","164.0","166.1","-6.8","516","-7.1","-7.3","-7.0",,,"363","98.8","2","150","98.8","261","800.8","105.7","-0.01","102","147","11.1","-0.7","4.5","-0.7",,"-1.5","21.4","0.33"
"2022 JAN","32","2.0","32","0.1","28","2",,"448","4.2","4.2","4","0","169.7","172.3","-1.1","521","-0.7","0.0","-0.3",,,"371","98.7","85","228","98.7","329","571.5","97.5","0.00","42","143","3.5","-0.1","3.2","-0.1",,"-7.8","31.7","0.37"
"2022 FEB","35","2.1","35","0.1","27","1",,"436","4.6","4.6","0","3","165.3","167.6","-3.2","523","-3.2","-2.3","-2.3",,,"474","100.2","50","165","100.2","373","759.3","101.5","0.02","101","115","-2.6","1.5","1.7","1.5",,"4.1","33.7","0.35"
"2022 MAR","38","2.1","38","0.1","70","1",,"482","5.0","5.0","0","6","166.3","185.1","-5.7","529","-5.6","5.5","5.4",,,"381","97.8","36","179","97.8","293","1005.8","99.4","-0.03","88","143","-5.7","-2.4","0.5","-2.4",,"-2.0","36.9","0.40"
"2022 APR","34","2.2","34","0.1","17","0",,"438","4.5","4.5","0","0","170.2","168.3","-4.2","533","-4.2","-5.7","-5.7",,,"365","102.5","57","177","102.5","261","821.4","100.2","0.07","104","119","-3.0","4.9","1.2","4.9",,"0.8","30.2","0.39"
"2022 MAY","33","2.2","33","0.1","31","0",,"441","4.4","4.4","0","1","165.7","169.6","-7.0","540","-7.0","-3.1","-3.1",,,"318","99.3","61","211","99.3","230","872.8","97.0","-0.05","89","151","-2.6","-3.2","0.6","-3.2",,"-3.2","14.9","0.32"
"2022 JUN","33","2.2","33","0.1","37","0",,"447","4.4","4.4","4","1","165.9","171.9","-5.8","540","-6.1","-5.8","-5.5",,,"484","99.4","86","199","99.4","253","1153.2","93.1","0.00","230","113","-2.7","0.1","1.6","0.1",,"-4.0","15.9","0.25"
"2022 JUL","34","2.1","34","0.1","66","1",,"501","4.5","4.5","4","1","175.8","192.5","7.5","529","7.6","13.9","13.7",,,"302","102.6","74","163","102.6","236","973.2","96.4","0.05","67","88","-4.9","3.3","0.3","3.3",,"3.5","12.6","0.19"
"2022 AUG","34","2.2","34","0.1","143","1",,"569","4.5","4.5","3","4","172.1","218.6","3.7","528","3.9","23.1","23.0",,,"621","99.6","41","193","99.6","554","911.5","99.5","-0.04","68","152","-2.6","-3.0","0.7","-3.0",,"3.1","5.2","0.15"
"2022 SEP","30","2.2","30","0.1","33","1",,"469","4.0","4.0","8","18","176.4","180.4","4.8","558","5.0","4.3","4.1",,,"487","97.8","84","296","97.8","226","853.5","104.7","-0.03","259","213","3.5","-1.8","-0.4","-1.8",,"5.3","1.4","0.09"
"2022 OCT","28","2.2","28","0.1","17","2",,"471","3.8","3.8","2","0","183.3","181.0","10.2","528","10.6","10.4","10.0",,,"423","104.5","60","158","104.5","234","1164.3","108.1","0.10","189","98","9.0","6.9","0.2","6.9",,"3.2","8.0","0.07"
"2022 NOV","25","2.2","25","0.1","26","4",,"495","3.4","3.4","4","27","189.6","190.2","13.8","566","14.7","16.7","15.9",,,"344","101.1","56","164","101.1","263","1037.5","102.6","-0.05","81","108","9.1","-3.2","0.6","-3.2",,"-5.0","1.6","0.05"
"2022 DEC","26","2.1","26","0.1","36","4",,"509","3.4","3.4","4","11","191.1","195.5","15.8","554","16.5","17.7","17.1",,,"318","96.5","50","175","96.5","256","990.2","100.1","-0.07","62","125","3.4","-4.6","0.7","-4.6",,"-2.5","-2.4","0.03"
"2023 JAN","28","2.1","28","0.1","19","0",,"441","3.4","3.4","0","1","170.6","169.7","0.9","542","0.5","-1.5","-1.2",,,"356","98.9","48","134","98.9","241","847.6","100.1","0.03","115","86","-3.0","2.5","-1.8","2.5",,"0.0","0.3","0.00"
"2023 FEB","29","2.0","29","0.1","24","1",,"464","3.6","3.6","7","13","177.7","178.4","7.4","557","7.5","6.5","6.3",,,"392","100.3","74","154","100.3","296","783.7","100.0","0.02","96","80","-4.8","1.4","-2.5","1.4",,"-0.1","0.2","-0.01"
"2023 MAR","28","2.1","28","0.1","41","0",,"476","3.5","3.5","0","3","175.9","183.1","5.9","548","5.8","-1.1","-1.0",,,"521","100.8","136","246","100.8","228","1029.4","105.2","0.01","293","110","-1.7","0.5","-0.7","0.5",,"5.2","3.1","0.02"
"2023 APR","28","2.1","28","0.1","29","0",,"473","3.4","3.4","0","0","179.5","181.8","5.4","548","5.5","8.0","8.0",,,"329","100.8","71","159","100.8","256","926.3","101.3","0.00","73","88","1.2","0.0","1.8","0.0",,"-3.7","-1.7","0.01"
"2023 MAY","27","2.1","27","0.1","16","1",,"460","3.4","3.4","1","5","179.3","176.8","8.1","557","8.2","4.2","4.2",,,"413","101.8","76","171","101.8","330","976.9","104.3","0.01","83","95","3.5","1.0","2.6","1.0",,"2.9","2.5","0.02"
"2023 JUN","28","2.1","28","0.1","48","0",,"492","3.5","3.5","13","1","179.6","189.2","8.3","558","8.2","10.1","10.1",,,"343","99.4","61","172","99.4","248","1110.1","105.0","-0.03","95","111","1.7","-2.4","0.6","-2.4",,"0.7","0.0","0.00"
"2023 JUL","27","2.1","27","0.1","35","1",,"470","3.4","3.4","14","19","175.8","180.7","-0.1","574","0.0","-6.1","-6.2",,,"297","103.4","73","167","103.4","228","1216.9","109.9","0.05","69","94","4.1","4.0","0.9","4.0",,"4.6","0.7","0.02"
"2023 AUG","26","2.1","26","0.1","27","1",,"470","3.2","3.2","19","9","178.8","180.5","4.0","576","3.9","-17.4","-17.4",,,"335","97.4","41","173","97.4","280","928.4","104.3","-0.08","55","132","2.7","-5.8","-1.1","-5.8",,"-5.1","-2.2","-0.01"
"2023 SEP","22","2.2","22","0.1","51","1",,"487","2.7","2.7","16","6","176.5","187.4","0.1","569","0.0","3.9","3.9",,,"263","97.1","43","119","97.1","221","886.1","99.0","0.00","42","76","0.9","-0.3","-1.3","-0.3",,"-5.1","-0.7","-0.01"
"2023 OCT","21","2.2","21","0.1","10","1",,"450","2.5","2.5","1","8","177.8","173.0","-2.8","562","-3.0","-4.4","-4.2",,,"278","96.4","53","115","96.4","193","1182.2","103.1","-0.01","85","62","-4.0","-0.8","-4.5","-0.8",,"4.1","-7.8","-0.05"
"2023 NOV","18","2.1","18","0.1","16","4",,"478","2.2","2.2","0","13","186.7","183.8","-1.4","570","-1.5","-3.4","-3.3",,,"248","98.7","47","121","98.7","181","1049.3","101.5","0.03","67","74","-4.9","2.4","-2.6","2.4",,"-1.5","-2.4","-0.05"
"2023 DEC","18","2.1","18","0.1","26","4",,"493","2.2","2.2","12","50","189.0","189.7","-1.2","614","-1.1","-3.0","-3.1",,,"233","99.5","36","131","99.5","177","1044.1","100.5","0.01","56","95","-2.6","0.8","-1.1","0.8",,"-1.0","3.1","-0.03"
"2024 JAN","15","2.2","15","0.1","24","2",,"470","1.8","1.8","0","8","180.3","180.5","5.2","564","5.7","6.4","5.9",,,"309","101.2","43","193","101.2","197","1112.0","107.1","0.02","112","150","0.9","1.7","2.9","1.7",,"6.5","2.3","0.01"
"2024 FEB","14","2.2","14","0.1","29","1",,"486","1.6","1.6","0","0","184.9","186.9","4.2","565","4.0","4.8","4.9",,,"278","100.1","54","175","100.1","168","1052.0","105.9","-0.01","110","121","3.3","-1.0","2.9","-1.0",,"-1.1","-0.2","0.02"
"2024 MAR","17","2.2","17","0.1","44","1",,"505","2.0","2.0","1","7","186.7","194.3","6.1","566","6.1","6.1","6.1",,,"476","98.3","76","140","98.3","311","1119.3","96.1","-0.03","165","64","1.3","-1.9","1.7","-1.9",,"-9.3","-2.5","0.00"
"2024 APR","19","2.3","19","0.1","24","0",,"491","2.2","2.2","0","0","188.8","188.9","5.2","577","5.2","3.9","3.9",,,"266","98.9","60","178","98.9","177","1266.4","102.6","0.01","89","118","-1.5","0.7","-0.7","0.7",,"6.8","-1.8","-0.02"
"2024 MAY","19","2.3","19","0.1","15","0",,"475","2.3","2.3","0","2","185.9","182.6","3.8","589","3.7","3.3","3.3",,,"260","99.3","58","183","99.3","161","1190.6","101.1","0.00","99","125","-4.4","0.3","-1.4","0.3",,"-1.5","-2.5","-0.03"
"2024 JUN","17","2.2","17","0.1","36","0",,"508","2.0","2.0","9","2","190.8","195.2","6.2","598","6.2","3.2","3.2",,,"475","98.4","95","225","98.4","354","1347.1","101.5","-0.01","121","130","-1.3","-0.9","-1.0","-0.9",,"0.5","-1.0","-0.02"
"2024 JUL","16","2.3","16","0.1","48","1",,"539","1.9","1.9","5","0","198.7","207.4","13.0","583","13.0","14.8","14.8",,,"284","97.2","117","283","97.2","214","1369.2","98.5","-0.02","70","166","-1.1","-1.2","-0.8","-1.2",,"-3.0","-6.0","-0.04"
"2024 AUG","18","2.3","18","0.1","23","0",,"523","2.1","2.1","4","5","202.2","201.1","13.1","588","13.1","11.4","11.4",,,"265","97.4","40","154","97.4","197","1241.1","99.0","0.00","68","114","-0.2","0.1","-1.2","0.1",,"0.5","0.0","-0.03"
"2024 SEP","18","2.3","18","0.1","46","1",,"543","2.1","2.1","3","11","200.6","208.6","13.7","594","13.7","11.3","11.3",,,"276","96.1","91","212","96.1","202","995.8","95.1","-0.02","74","121","-4.1","-1.3","-2.0","-1.3",,"-3.9","-1.0","-0.03"
"2024 OCT","17","2.3","17","0.1","13","1",,"512","2.0","2.0","1","7","201.7","196.9","13.5","599","13.4","13.8","13.9",,,"317","94.5","90","217","94.5","172","1089.7","90.3","-0.02","145","127","-5.5","-1.7","-2.3","-1.7",,"-5.1","-2.0","-0.01"
"2024 NOV","18","2.2","18","0.1","19","3",,"525","2.1","2.1","0","5","204.4","201.8","9.7","603","9.5","9.8","10.1",,,"306","95.0","98","242","95.0","218","1148.6","92.7","0.01","88","144","-7.0","0.5","-2.5","0.5",,"2.7","-3.8","-0.03"
